WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.276532', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1089, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.286681', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 530, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.299174', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1309, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.311022', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1335, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.323527', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1445, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.336029', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1293, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.346427', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1389, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.358962', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1493, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.370206', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1027, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.381791', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 688, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.394300', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1491, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.406801', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1281, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.417749', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1203, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.427948', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 460, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.438283', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1469, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.449261', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1131, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.459735', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1123, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.471585', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1027, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.484066', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1217, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.496552', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1017, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.509052', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1461, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.521558', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1478, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.534080', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1429, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.546571', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1177, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.559072', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1332, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.570501', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1094, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.582978', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1357, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.595480', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1089, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.608012', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1015, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.620527', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1122, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.633030', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1420, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.645412', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1280, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.657935', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1069, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.670444', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1213, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.680745', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 635, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.691649', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1394, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.703805', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1354, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.714414', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1323, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.726107', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1152, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.737715', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1292, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.750217', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 869, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.762566', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1126, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.773068', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1154, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.783729', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 400, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.794588', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1035, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.807088', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1333, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.818545', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1380, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.831045', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1345, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.843555', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1017, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.856060', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1315, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.868586', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1310, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.881081', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1011, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.891139', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 687, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.903656', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1033, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.916174', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1394, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.927914', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1371, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.940415', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1201, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.952916', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1254, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.965052', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1213, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.975731', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1377, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:23.988236', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1222, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.000743', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1443, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.011250', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1205, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.023749', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1472, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.033875', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1360, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.045634', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1277, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.058135', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1048, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.070632', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1313, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.083133', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 944, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.095636', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1394, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.108137', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1333, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.120637', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1493, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.132668', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1209, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.142917', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1285, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.155416', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 377, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.166239', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1228, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.176588', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 133, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.189057', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1467, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.199720', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1399, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.211533', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1034, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.224029', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 452, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.236546', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1308, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.248830', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1377, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.261232', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1223, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.272210', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 364, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.283705', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1496, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.294565', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1245, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.306385', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1108, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.318878', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 470, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.331376', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1301, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.343878', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1108, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.356381', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1366, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.368881', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1303, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.381382', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1127, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.393906', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1009, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.405695', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1022, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.418196', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 728, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.428584', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1334, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.439721', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1363, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.450062', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1145, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.462569', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1014, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.475062', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1188, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.486301', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1109, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.498813', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1321, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.509057', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1376, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.519499', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1343, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.529876', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1222, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.541557', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1195, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.554063', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1012, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.566564', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1252, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:04:24.579068', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1197, 'is_attack': True}
